,Prompt,Story
137,كتب شي قصة قصيرة باش يفهموها الدراري في عمر 5-8. النهاية ديال القصة خاصها تكون حزينة. لازم يكون شي حوار. عدد الأشخاص في القصة لازم يكون 1. الدرس اللي نتعلموه من القصة هو الطمع كايوصل الواحد للسقوط. بلاد الأحداث هي  تونس. النشاط: الرسم. القصة خاصها تكون بالدارجة المغربية. اكتب القصة مباشرة.,"في قرية صغيرة بتونس، كان فيه ولد صغير اسمو ياسين. ياسين كان باغي يولي أحسن راسم في القرية ديالو. كل نهار، كان يجلس تحت الشجرة الكبيرة قدام دارهم ويبدا يرسم. كانت رسوماتو تعجب الجميع في القرية، وبداو يقولو ليه كيفاش رسماتو زوينة وما كاينش شي حد عندو هاد الموهبة بحالو.

واحد النهار، واحد الزائر جا للقرية وشاف رسومات ياسين. قال ليه: ""واو، رسوماتك زوينين بزاف! ولكن، واش قادر ترسم شي حاجة أحسن من هادي بزاف، شي حاجة باش كلشي يحكي عليك وتولي مشهور؟"".

ياسين، اللي بدا يحس بالطمع، قرر يقبل التحدي وقال: ""أه، قادر وغادي نوريكم!""

بقى ياسين يرسم ليالي ونهار، مبغاش يلعب مع صحابو ولا يقرا القصص مع العائلة ديالو. كان فقط باغي يرسم شي حاجة تخلي الناس كاملة تعرفو.

واحد النهار، قرر يرسم شي حاجة مكانتش فبال حد، رسم شجرة كبيرة بجواهر ودنيال معلقة بين الأوراق بدل الثمار. لكن لما جاب رسمتو لياسر، ما كانش حاس بالفرحة اللي كان كيتسنا. الناس شافت الرسمة وقالو: ""واو، زوينة ولكن واش هادشي كلو باش تصبح مشهور؟""

ياسين عاد فهم بأنو الطمع جاب ليه الوحدة وفقدان لحظات مع الأهل والأصحاب ديالو. وقف قدام ديك الشجرة اللي كان كيدور تحتها وقال: ""راه الطمع خلاني نسقط من عينين ناسي وخسرت اللي كان غالي عندي... الوقت مع الأهل والأصحاب.""

ياسين عرف بأن رسمة مكانتش غادي تجيب ليه السعادة اللي كان كيقلب عليها، خصوصا إذا كانت سبب فالطمع. من ديك النهار، قرر يرسم بلا ما يطمع في الشهرة ويقدر لحظاتو مع اللي كيبغيوه.

الدرس اللي ياسين تعلمو، واللي كاملين خاصنا نتعلمو، هو الطمع كايوصل الواحد للسقوط وضياع الأشياء المهمة فالحياة."
138,كتب شي قصة قصيرة باش يفهموها الدراري في عمر 8-10. لازم الأحداث ديال القصة تكون في المختبر العلمي. النهاية ديال القصة خاصها تكون سعيدة. عدد الأشخاص في القصة لازم يكون 2. الموضوع ديال القصة خاصو يكون الفن والإبداع. بلاد الأحداث هي  جزر القمر. لازم القصة تكون فيها شي إحساس بالغضب. زيد شي تحول ماشي متوقع ف الأحداث: الكشف بلي الحدث الرئيسي كان خدعة.القصة خاصها تكون بالدارجة المغربية. اكتب القصة مباشرة.,"في جزر القمر الساحرة، وفي مدينة صغيرة معروفة بمناظرها الخلابة وجمالها الطبيعي، كان يعيش يوسف وآمنة، صديقان لا يتفارقان. يوسف وآمنة كانوا يعشقان الفن والإبداع وكانت لديهما شغف كبير بتجريب أشياء جديدة.

ذات يوم، قرر يوسف وآمنة أن يجربا تجريبة جديدة في المختبر العلمي بمدرستهما. كانت الفكرة هي خلط بعض المواد الكيميائية لإنتاج ألوان جديدة يمكن استخدامها في الرسم والتلوين. بكل حماس، بدأ الصديقان تجربتهما.

لكن بينما كانوا يخلطون المواد، اندلعت تفاعلات شديدة أحدثت دخانًا كثيفًا وضوضاء عالية مما جعلهما يشعران بالخوف والغضب. كاد الصديقان يستسلمان للإحباط والغضب إذ ظنا أن تجربتهما قد فشلت تمامًا.

بعد لحظات من الصدمة، اتضح أن الدخان الكثيف والضوضاء لم تكن سوى جزء من خدعة نظمها أستاذهما في المختبر. كان الهدف من الخدعة هو تعليمهما أهمية الصبر وعدم اليأس عند المواجهة مع المشاكل وأن الفشل جزء من عملية التعلم.

بعدما تبدد الدخان، وجد يوسف وآمنة أن التفاعلات الكيميائية قد أنتجت فعلاً ألوانًا جديدة ومبهرة لم يسبق لهما رؤيتها. شعرا بسعادة غامرة وكانت النهاية سعيدة حقًا. لقد تعلما أن الفشل ليس نهاية العالم وأن الإصرار والمثابرة هما مفتاح النجاح.

من خلال هذه التجربة، أدرك يوسف وآمنة أن العلم والفن يمكن أن يتكاملا معًا لخلق أشياء مذهلة. وأصبحا يعتبران هذا اليوم بداية مسيرتهما في استكشاف عالم الفن العلمي وإنتاج أعمال فنية مبتكرة تجمع بين جمال الفن ودقة العلم. ومنذ ذلك الحين، أصبح المختبر العلمي مكانهما المفضل للإبداع والابتكار."
139,كتب شي قصة قصيرة باش يفهموها الدراري في عمر 8-10. النهاية ديال القصة خاصها تكون سعيدة. عدد الأشخاص في القصة لازم يكون 3. الموضوع ديال القصة خاصو يكون الأعياد والمناسبات. بلاد الأحداث هي  ليبيا. الأحداث كاينة في الفصل ديال الشتاء. لازم القصة تكون فيها شي إحساس بالخوف. القصة خاصها تكون بالدارجة المغربية. اكتب القصة مباشرة.,"في قرية صغيرة بعيدة في أعماق ليبيا، وفي ليلة شتاء باردة كان هناك ثلاثة أصدقاء: ليلى، ريم، ويوسف. كانوا منتظرين بفارغ الصبر تلك الليلة، ليلة الاحتفال بالمولد النبوي. القرية كلها تزيّنت، والأطفال كانوا أكثر حماسة. وكانت السماء ملبدة بالغيوم، مع بعض البروق تلمع بين الحين والآخر محدثة صوتاً يخترق السكون.

رغم حبهم للاحتفال، إلا أن ليلى، ريم، ويوسف كان عليهم مهمة خاصة. خططوا لتزيين الساحة الكبيرة بالفوانيس والأضواء الجميلة. لكن عندما كانوا يحملون الزينات، بدأت الرياح تهب بقوة، والأجواء أصبحت مخيفة. قال يوسف بصوت خائف: ""يمكن نرجعو، الجو موش زين."" لكن ليلى، التي كانت تحمل شجاعة القادة، أجابت: ""لا، لازم نكملو، القرية كلها منتظرة الاحتفال.""

وهنا، بينما كانوا يسيرون والبَرَد يتساقط بخفة، شعروا بالخوف. لقد كان الظلام يكاد يبتلع النور الخافت من الفوانيس التي كانوا يحملونها. وفجأة عاد النور للأضواء في الشارع، الشيء الذي خلق أجواء أكثر دفئاً وأماناً.

تابعوا مهمتهم، يعلوهم الأمل وتشجعهم الروح الجماعية. وعندما انتهوا، كان المنظر رائعاً. الفوانيس الملونة تتأرجح بسلام، والأضواء تلمع معلنة بدء الاحتفال. 

بعدها بقليل، بدأ الناس يتجمعون في الساحة، محتفلين ومستمتعين بالزينة الجميلة. وجوه الأطفال كانت مضيئة بالفرح. ليلى، ريم، ويوسف وقفوا جنباً إلى جنب، يشاهدون عملهم يؤتي ثماره، شعور الرضا يغمرهم.

في تلك الليلة، لم يكن البرد ولا الخوف قادرين على التغلب على الدفئ والفرحة التي جلبها الأصدقاء للقرية. وقد تعلموا أن، مع العزيمة والتعاون، يمكنهم تجاوز أي عقبة وجعل العالم من حولهم مكاناً أفضل. وهكذا، انتهت ليلة الاحتفال بالسعادة والأمل للجميع."
140,كتب شي قصة قصيرة باش يفهموها الدراري في عمر 5-8. النهاية ديال القصة خاصها تكون سعيدة. عدد الأشخاص في القصة لازم يكون 2. الدرس اللي نتعلموه من القصة هو الحب. الموضوع ديال القصة خاصو يكون الأمان والسلامة. بلاد الأحداث هي  المغرب. الأحداث كاينة في الفصل ديال الربيع. النشاط: لعب ألعاب الطاولة. القصة خاصها تكون بالدارجة المغربية. اكتب القصة مباشرة.,"في فصل الربيع الجميل، بلاد المغرب كتزهر بألوان جذابة وكلشي كينشر الفرحة والأمان. في هاد الوقت كانت كاينة طفلة صغيرة سميتها ياسمينة وماماها كانو بزوج فالدار، كيقضيو وقت جميل سويا.

في يوم جميل والشمس كتشع بأشعتها الذهبية، قررت ياسمينة وماماها يلعبو لعبة الطاولة المفضلة عندهم، الطاولة شرقي. كانت اللعبة ممتعة وكيتعلمو منها كيفاش يكونو صبورين وكيفاش تكون الاستراتيجية. ماما كانت كتشرح لياسمينة كيفاش تلعب بأمان وتختار الخطوات ديالها بعناية.

في أثناء اللعب، واحد اللحظة قررت ياسمينة تجرب شي حركة جديدة لكن كانت غادي تخسر بها اللعبة. ماماها شافت القلق فعيون ياسمينة لكن بدل ما تستغل الفرصة وتفوز، قررت توريها كيفاش تتجنب الخطأ وتختار الطريق الأصح. ياسمينة تعلمت أن الأمان والاختيارات الصحيحة فالحياة كتجيب السلامة والنجاح.

فالأخير، ماماها فازت فاللعبة، لكن المهم ماشي الفوز، المهم هو الوقت الجميل اللي قضاو وتعلمات ياسمينة درس قيم. ياسمينة عانقت ماماها وشكراتها على الحب والعناية. كانت النهاية ديال النهار فرحانة ومليئة بالحب والدروس.

داك النهار، ياسمينة تعلمت أهمية الحب وكيفية اتخاذ القرارات بطريقة تجلب الأمان والسلامة ليها ولعائلتها. وعرفت بللي فالحياة، حتى فاللعب، المهم هو الطريقة اللي كنتعاملو بها مع بعضياتنا بحب واحترام."
141,كتب شي قصة قصيرة باش يفهموها الدراري في عمر 5-8. النهاية ديال القصة خاصها تكون سعيدة. عدد الأشخاص في القصة لازم يكون 1. الدرس اللي نتعلموه من القصة هو حذر من اللي درتي فيه الخير. الموضوع ديال القصة خاصو يكون المغامرات والاستكشاف. بلاد الأحداث هي  فلسطين. الأحداث كاينة في الفصل ديال الصيف. النشاط: الرسم. لازم القصة تكون فيها شي إحساس بالثقة. زيد شي تحول ماشي متوقع ف الأحداث: الكشف بلي الحدث الرئيسي كان خدعة.القصة خاصها تكون بالدارجة المغربية. اكتب القصة مباشرة.,"كان يا مكان، في بلاد فلسطين الجميلة، وفي نهار من نهارات الصيف الحارة، واحد الولد صغير اسمو يوسف. يوسف كان بحال شي فنان صغير، كل نهار كيجيب الألوان ديالو وورقتو وكيمشي يقلب على بلاصة زوينة باش يرسم فيها.

واحد النهار، سمع يوسف بلي في الغابة القريبة من دارهم فيها كنز مخبي. هو بحال شي مغامر صغير، قرر يمشي يقلب عليه ويرسمو إذا لقاه. جاب الحوايج ديال الرسم ديالو ومشى للغابة.

وهو كيتمشى وكيرسم الأشجار والطبيعة، لقى دليل صغير: زربية قديمة مطوية ومخبية تحت شجرة. بعدما فتح الزربية لقى خريطة. يوسف حس بالفرحة والثقة. قال في قلبو: ""أنا غادي نلقى الكنز ونولي فنان كبير"".

بدا يتبع الخطوات اللي مكتوبة في الخريطة. مشى ومشى حتى وصل لمكان كبير عامر بالورود والفراشات، ولكن... مكانش فيه كنز! جلس يوسف محبط، حتى لاحظ شيء غريب في الخريطة. الخريطة كانت تبدل الألوان ديالها تحت الشمس! فهم يوسف بلي كلشي كان خدعة، لكن خدعة زوينة! الخريطة كانت رسمة بيدين فنان كبير اختار يوسف يكشفها.

يوسف رجع للدار مع الخريطة/الزربية ورسمه الجديد. قرر يعلق الخريطة في دارهم ويستعملها كإلهام لرسوماتو المستقبلية. فهم يوسف بلي حتى لو كانت الغاية متحققتش، الطريق ليها كانت مغامرة ودرس. كمل يرسم ويستكشف، وحيدو تولى أحسن بزاف من قبل.

ومن ديك النهار، يوسف ولا كيشوف الدنيا بعينين مختلفتين. كل مغامرة ولات بالنسبة ليه فرصة ليزيد يتعلم ويعبر على نفسو عن طريق الفن. وهكذا، ولدنا الصغير ولى فنان كبير في ديارو والكل فرحان بلوحاتو. وعاش يوسف حياتو كلها كيتبع الخير والإبداع واحدار من اللي درتي فيه الخير. وهذي هي قصتنا، اللي كتعلمنا بلي الثقة في نفسك وفي مهاراتك مهمة، وأن كل مغامرة ولو بانت صعيبة ولا فيها خدعة، كتخبي درس قيم."
142,كتب شي قصة قصيرة باش يفهموها الدراري في عمر 8-10. النهاية ديال القصة خاصها تكون سعيدة. عدد الأشخاص في القصة لازم يكون 2. الدرس اللي نتعلموه من القصة هو اللي حفر حفرة لخوه طاح فيها. الموضوع ديال القصة خاصو يكون الحيوانات والحياة البرية. بلاد الأحداث هي  لبنان. النشاط: القيام بالأشغال اليدوية. لازم القصة تكون فيها شي إحساس بالهدوء. القصة خاصها تكون بالدارجة المغربية. اكتب القصة مباشرة.,"في قرية صغيرة وسط غابات لبنان الخضراء، كان يعيش طفل اسمو جاد وخوه الصغير اسمو سامي. جاد كان عندو 10 سنوات وسامي عندو 8 سنوات. جاد وسامي كانوا يحبو يمشيو للغابة كل يوم بعد المدرسة باش يقومو بالأشغال اليدوية بحال صنع العصافير الصغيرة من الصلصال أو تزيين أحجار النهر بالألوان.

واحد النهار, جاد فكر يعمل مقلب في سامي. بنى حفرة صغيرة وغطاها بالأوراق والفروع باش إذا جا سامي يطيح فيها. لكن, وهو مشغول بتجهيز المقلب ديالو, ما كانش حاس برصدة عيون صغيرة كانت كتشوف فيه من بعيد...

هذي العيون كانت لسلحفاة صغيرة كانت تعيش في الغابة. السلحفاة فهمت شنو كان جاد كيدير وقررت تعلمو درس. واخا مشات ببطء، السلحفاة راوغت الحفرة ووصلت لسامي قبل من جاد. هي تهمس لسامي على المقلب ديال خوه وتعاونو يعمرو الحفرة ويستعملوها لزراعة شجرة صغيرة بدل ما يقع فيها سامي.

لمّا رجع جاد باش يشوف إذا سامي وقع في الحفرة، لقى سامي والسلحفاة حدا شجرة صغيرة. جاد استغرب وسول سامي شنو واقع. سامي قاليه كيفاش السلحفاة ساعداتو وعلماتو بالمقلب. جاد شعر بالندم وعنق خوه وشكر السلحفاة على درسها الثمين.

من داك النهار، جاد تعلم أن لي حفر حفرة لخوه طاح فيها وفهم أن الأعمال الطيبة كترجع بالخير. هو وسامي بقاو يزورو الشجرة كل يوم وكيشوفوها كتكبر وسط فضاء الغابة الهادئ. وكان هذا هو درسهم الثمين: مهما كانت الحيلة مضحكة، النية الطيبة والعمل الصالح هما لي كيجيبو السعادة الحقيقية.

من ديك الحادثة، جاد وسامي ولاو كيقدرو يقضيو وقت أكثر في الغابة، يستمتعو بالهدوء ويصنعو أشغال يدوية أكثر ابداعا، دايما بجنب صديقتهم الجديدة، السلحفاة الحكيمة. وهكذا، القرية صغيرة في لبنان شهدت كيفاش الشر ممكن يتحول لخير والمقالب تولي دروس في الحياة."
143,كتب شي قصة قصيرة باش يفهموها الدراري في عمر 3-5. النهاية ديال القصة خاصها تكون حزينة. عدد الأشخاص في القصة لازم يكون 1. الموضوع ديال القصة خاصو يكون العمل الجماعي والتعاون. بلاد الأحداث هي  ليبيا. القصة خاصها تكون بالدارجة المغربية. اكتب القصة مباشرة.,"كان فيه حمامة بيضاء سميتها ناجية، ساكنة في حديقة زوينة فوسط ليبيا، معمرة بالزهور والأشجار. ناجية ديما كانت كتحلم تعيش مع حمامات أخرين وتبني عش معاهم بالتعاون، ولكن كانت بوحدها.

كل يوم، كانت ناجية تطير فوق الحديقة وتوقف على الأشجار، كتشوف فالعصافير والفراشات كيفاش كيعيشوا وكيتعاونوا مع بعضياتهم، وهي تتمنى تلقى شي صاحب صحيح تعيش معاه.

واحد النهار، قررات ناجية تعرض المساعدة لعصفور صغير كان تايحاول يبني عشو. ناجية ما عندهاش فكرة واش العصفور غادي يقبل المساعدة ديالها ولا لا، لكنها قررات تجرب. بهدوء وسلام، اقتربات منو وعرضات تساعدو. العصفور تفرح بزاف وقبل المساعدة ديالها.

دوزوا وقت زوين مع بعضياتهم وهما كيبنيو فالعش. كانت أول مرة لناجية كتحس بفرحة العمل الجماعي. لكن، لما كملو العش، العصفور قال لناجية بلي هو ملزوم يبقى بوحدو فالعش لي بناو، لأنه ماعندوش بلاصة لزيادة.

ناجية فهمت وبتاسمت بحزن، رغم ان قلبها كان مكسور، لأنها مزال ما لقاتش شي صاحب تعيش معاه، لكن على الأقل عرفات فرحة التعاون والعمل الجماعي.

الحمامة الصغيرة رجعات لحدايقها، والليل كان هادي. هي جالسة فوق أحد الأشجار، ومع ان السماء كانت مليانة بالنجوم، قلبها كان حزين. ولكن، هي مزال كتحلم تقابل صحاب جدد وتعيش معاهم، لأنها عرفات دابا بأن الحياة أحسن بكثير وقتما تكون مشاركة مع الآخرين."
144,كتب شي قصة قصيرة باش يفهموها الدراري في عمر 5-8. النهاية ديال القصة خاصها تكون حزينة. لازم يكون شي حوار. عدد الأشخاص في القصة لازم يكون 1. الموضوع ديال القصة خاصو يكون العلوم والاكتشافات. بلاد الأحداث هي  البحرين. زيد شي تحول ماشي متوقع ف الأحداث: ظهور قدرات خارقة ماكانتش متوقعة عند البطل.القصة خاصها تكون بالدارجة المغربية. اكتب القصة مباشرة.,"كان يا مكان في بلاد البحرين، كان هناك طفل صغير اسمو ياسين. ياسين كان ديما كيحلم يكون عالم ويكتشف أشياء جداد لي مكايناش في الكتب. كل يوم بعد ما يمشي للمدرسة، ياسين كان يتمشى حدا البحر ويجمع الحجروات والأصداف ويدوز الوقت كيخمم في العلوم والكون.

واحد النهار، وهو كيهز فيدو حجرة لونها عجيب ماشفش بحالو قبل، حس برعشة غريبة كتسري فيدو. فجأة، لقى راسو قادر يسمع حديث الحوت في البحر ويفهم الرسائل لي كتبعتها الأمواج. ياسين استغرب من القدرة الجديدة لي حصل عليها وبدا يستكشف أكتر، كيتكلم مع الأسماك وكيسألهم على أسرار البحر.

في يوم من الأيام، ياسين سمع من حوت صغير  أن في مكان معين تحت الماء كاين أكبر اكتشاف قد يغير فهم البشر للعلوم والحياة تحت الماء. بلا ما يفكر، ياسين جمع شجاعتو وغطس في البحر كيتبع الحوت.

بعد سفر طويل تحت الماء، لقاو مكان غامض فيه جداريات قديمة كتحكي على حضارة تحت الماء ماعرفش عليها العالم. ياسين حس بفرحة عارمة بسبب هاد الاكتشاف لكن في نفس الوقت حزن لأنه عرف أن ما يقدرش يشارك هاد السر مع العالم. إذا كشف هالأسرار، سيأتي الناس يدمرو هاد العالم السحري تحت الماء.

لذلك، قرر ياسين يحتفظ بهاد السر لنفسو، ويعيش بين عالمين، عالمو لي فوق الأرض حيث هو طفل غير ملحوظ، وعالمو السري تحت الماء حيث عندو قدرات خارقة وعلم بأسرار ما يمكن لأي شخص آخر يعرفهم.

النهاية كانت حزينة لأن ياسين ماقدرش يشارك مع أحد هاد الجمال والعلم لي اكتشف. بقى لوحدو يعرف قيمة داك العالم وكيحافظ عليه بيديه.

وهادي هي قصة ياسين، طفل البحرين، لي كان عندو حلم صغير ولقا راسو في مغامرة كبيرة مع أسرار البحر."
145,كتب شي قصة قصيرة باش يفهموها الدراري في عمر 5-8. لازم الأحداث ديال القصة تكون في السوق. النهاية ديال القصة خاصها تكون حزينة. عدد الأشخاص في القصة لازم يكون 2. الدرس اللي نتعلموه من القصة هو الصداقة. الموضوع ديال القصة خاصو يكون الأعياد والمناسبات. بلاد الأحداث هي  عمان. النشاط: السير في الطبيعة. زيد شي تحول ماشي متوقع ف الأحداث: ظهور قدرات خارقة ماكانتش متوقعة عند البطل.القصة خاصها تكون بالدارجة المغربية. اكتب القصة مباشرة.,"في يوم من الأيام، في بلاد عمان الجميلة، كان هناك صبي صغير اسمو عمر وصديقو الحميم، القط ميمون. واحد النهار، وهما متجهين للسوق لشراء هدية لعيد ميلاد صديقهم، قرروا يديروا شوية ديال السير في الطبيعة الساحرة لي كتحيط بالسوق.

كان الجو فرحان والعيد قرب يجمعهم كلهم. عمر وميمون كانوا فرحين بزاف وهما يتفرجو في الألوان الزاهية في السوق والناس لي كانوا كيستعدوا للاحتفال بالعيد. وفي طريقهم، مرّوا من جنب واحد الحديقة الصغيرة وقال عمر لميمون يوقفو شوية ويلعبو في الطبيعة.

بينما كانو يلعبو، شاف عمر فجأة وردة غريبة بألوان ما كانوش شافوها قبل. قرر يقطفها باش يزيدوها للهدية ديال صاحبهم. ملي لمسها، حس بشي نفحة خفيفة وميمون بدا كيبرق بشي ضوء غريب!

فجأة، وبدون ما يتوقع، وجد ميمون راسو قادر يهدر مع عمر! بقو شادين في الضحك وهما كيجربو هاد القدرة الجديدة بيناتهم. ولكن، هادي اللحظات السعيدة دارت لحظات حزينة لما وصلوا للسوق.

فالسوق، وهما كيحاولو يشترو الهدية، تلقاو بحريق كبير قد بدا يشعل في جزء من السوق. عمر، بجرأة وبمساعدة ميمون، استعملو قدرتهم الجديدة في التواصل باش ينقذو الناس والحيوانات. لكن، فالأخير، ميمون أصيب...

عمر حمل صاحبو ميمون، لي بهدوء تلاشت قدرتو على الكلام، ورجع للبيت. العيد جا بعد هاد النهار بساعات، ولكن الفرحة ما كانتش كاملة بدون ميمون لي كان ديما حداه.

القصة ديال عمر وميمون علمتنا أن الصداقة هي أقوى من أي شيء، حتى من الأحداث الصعاب لي ممكن تجيب النهاية الحزينة. ويلا كانت عندك صداقة بحال ديالهم، خاصك تقدرها وتشكر عليها كل نهار."
146,كتب شي قصة قصيرة باش يفهموها الدراري في عمر 3-5. لازم الأحداث ديال القصة تكون في السبيطار. النهاية ديال القصة خاصها تكون حزينة. عدد الأشخاص في القصة لازم يكون 3. بلاد الأحداث هي  لبنان. الأحداث كاينة في الفصل ديال الربيع. النشاط: طهي وصفات بسيطة. لازم القصة تكون فيها شي إحساس بالمفاجأة. القصة خاصها تكون بالدارجة المغربية. اكتب القصة مباشرة.,"في يوم من أيام الربيع الحلوة في لبنان، كان في شاب صغير اسمو يوسف عندو 5 سنين، معاه ماماه وباباه في السبيطار. يوسف كان كيحب يطيب، حتى وهو صغير بغى يجرب يدير وصفات بسيطة.

في يوم، قالت ليه ماماه: ""يوسف، اليوم غادي نطيبو شي حاجة خاصة في السبيطار!"" يوسف فرح بزاااف وقال: ""واخا، أنا جاهز!"".

فكرو مع بعضياتهم في وصفة ساهلة يقدرو يطيبوها في السبيطار. قررو يطيبو عصير ليمون بالنعناع. يوسف، ماماه، ومول السبيطار لي اسمو العم علي، مشاو كلهم للمطبخ الصغير في السبيطار.

يوسف كان كيقطع الليمون وكيزيد النعناع بيديه الصغار، وماماه كانت كتساعدو والعم علي كان كيوجد السكر والماء. فجأة، وهما كيطيبو، صونا باب الغرفة، ودخلو شي ناس من مصلحة المفاجآت في السبيطار.

قالو ليهم: ""مبروك! يوسف، نتا وماماك وباباك ربحتو جائزة أحسن طباخين في السبيطار! ولكن الجائزة غير معنوية، كتعبر على قدرتكم نتجمعو ونفرحو ونطيبو مع بعضياتنا حتى في الظروف الصعيبة"".

يوسف فرح بزااف، لكن في نفس الوقت حزن شويا. حيت تفكر أن السبب لي هو معاهم في السبيطار هي مرض ماماه. طبعا كانو كيتمناو كاملين يرجعو للدار وماماه تكون بيخير، ولكن فهاد اللحظة، كلهم حسو بأن الحياة مليئة باللحظات الحلوة حتى في الأوقات الصعبة.

القصة ديال يوسف ومغامرتو في الطبخ بينت ليه كيفاش الحب والدفء يمكن يكونو في أي مكان، حتى ولو كان السبيطار، وإن الفرحة تجي من العمل مع الناس لي كتبغي، حتى لو النهاية ماشي دائما كيفما كنا كنتمناو."
147,كتب شي قصة قصيرة باش يفهموها الدراري في عمر 3-5. لازم الأحداث ديال القصة تكون في الفضاء الخارجي. النهاية ديال القصة خاصها تكون سعيدة. لازم يكون شي حوار. عدد الأشخاص في القصة لازم يكون 2. بلاد الأحداث هي  موريتانيا. لازم القصة تكون فيها شي إحساس بالحب. القصة خاصها تكون بالدارجة المغربية. اكتب القصة مباشرة.,"كان جوج دراري صغار من موريتانيا، يسماو هشام ويوسف. هوما كانو أحسن صحاب ودايما كيحلمو بالسفر للفضاء الخارجي.

واحد النهار، وهوما كيلاعبو فالحومة، لقاو سفينة فضائية كبيرة مخبية ورا الجبال الرملية. هشام قال بحماس: ""واش بصح هادي سفينة فضائية؟ ياخي نقدرو نسافرو للفضاء!"" يوسف بابتسامة عريضة قال: ""يلاه، نعيشو أكبر مغامرة فحياتنا!""

هكاك، دخلو السفينة وكانت بحال من الحلم. الأزرار كاملين كيبريو والشاشات عامرين بالنجوم والكواكب. هشام قال: ""شوف كيفاش كلشي زوين! آه يا يوسف، والواحد ما يعرفش شحال من حاجة زوينة كاينة فالدنيا حتى يشوف بعينيه!""

سمعو صوت من السفينة كيقول: ""أين تودان الذهاب؟"" وفرحو بزاف. هشام قال: ""نمشيو لنجمة قريبة باش نشوفوها عن قرب!"" وهاكاك، بدأت السفينة تتحرك بسرعة خيالية، خلات قلوبهم تدق بقوة من الإثارة.

بعد شوية، وصلو لنجمة لامعة بلون ذهبي، حسو بنورها كيدفي ويفرح القلب. يوسف قال بحنان: ""شوف يا هشام، هاكاك الجمال ما يشوفوه غير الي كيحبو بعضياتهم من القلب. الحمد لله راني معاك فهاد المغامرة.""

هشام دار يده على كتف يوسف وقال بابتسامة كبيرة: ""الحب هو اللي وصلنا لهنا، يا صاحبي. فين ما كان، أنا وياك كنعيشو أحسن لحظات.""

بعد ما قضاو وقت زوين حدا النجمة، السفينة رجعتهم للأرض بسلام. وصلو لموريتانيا، وقلوبهم مليانة بالفرح والحب.

من ذاك اليوم، هشام ويوسف ولو بحال الأبطال فالحومة. كلشي كيسولهم على مغامرتهم فالفضاء، وهوما كيحكيو بفرح كبير. وعاهدو بعضياتهم أن يكونو دايما صحاب، مهما كانت المغامرات اللي كينتظروهم.

وهكا، عاش هشام ويوسف حياتهم كانت مليانة بالحب والصداقة، كيتفكرو دايما كيفاش الفضاء الخارجي جمع بيناتهم وخلاهم أحسن صحاب."
148,كتب شي قصة قصيرة باش يفهموها الدراري في عمر 5-8. لازم الأحداث ديال القصة تكون في محطة الفضاء. النهاية ديال القصة خاصها تكون حزينة. لازم يكون شي حوار. عدد الأشخاص في القصة لازم يكون 2. بلاد الأحداث هي  الكويت. الأحداث كاينة في الفصل ديال الصيف. النشاط: الرسم. لازم القصة تكون فيها شي إحساس بالإثارة. القصة خاصها تكون بالدارجة المغربية. اكتب القصة مباشرة.,"في محطة الفضاء فوق السماوات البعيدة، عاش العم زياد والولد الصغير رضا، كانوا جايين من بلاد الكويت في مهمة خاصة في قلب الصيف. كل نهار، كانوا يقعدوا يرسموا النجوم والكواكب بألوان زاهية، يخلقوا عالم جميل فوق الورق، عالم يعكس أحلامهم وشوقهم للعودة للأرض.

في يوم من الأيام، قال العم زياد لرضا وهو يرسم نجمة براقة: ""شوف يا رضا، كل نجمة فالسماء كتمثل حلم من الأحلام ديالنا، وإيمانا بالرجعة لأرضنا بسلام"".

رضا بابتسامة مليئة بالأمل قال: ""وأنا كنحلم نرجع ونعاود نرسم سمانا الزرقاء ونجومها اللمّاعة فوق تلال الكويت"".

وكل يوم، كان العم زياد ورضا يضيفون لوحة جديدة لمجموعتهم، لوحات تعبر عن شوقهم وحبهم لعائلاتهم وبلادهم.

لكن القدر كان له رأي آخر، في ليلة من ليالي الصيف البعيدة، شوهد في الأفق مذنب ضخم يقترب من محطة الفضاء. العم زياد ورضا عرفوا بأن وقت الرجعة للأرض ربما ما يكونش ممكن الآن.

بقلب شجاع، قال زياد لرضا: ""مهما وقع، خصنا نفتكر السعادة اللي عشناها هنا، والحب اللي كنا نخلقوه كل يوم باش نرسمه"".

رضا، بدموع في عينيه، قال: ""عمي زياد، أنا مغننساش الأيام ديالنا هنا، ولا النجوم اللي علمتيني نرسمها"".

القصة تاخد منحى حزين حينما يصطدم المذنب بجزء من محطة الفضاء، ما خلاش العم زياد ورضا يقدرو يكملو الرسم ديالهم. لكن، آخر لوحة رسموها، رسمة زرقاء جميلة ديال الكويت تحت ضوء النجوم، ظلت تدور حول الأرض، شاهدة على حبهم لبلدهم ولحلمهم الذي لم يتحقق.

وهاكا، بقيت روح العم زياد ورضا تدور في فضاء لامتناهي، جنب لوحاتهم الجميلة، كتذكرنا بأهمية الحلم، الأمل، والحب اللي كيجمع القلوب سوا فالأوقات الصعيبة."
